,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
7225,895447,SHOE CARNIVAL INC,2007-04-18,0,0,9,12,5,6,0,0,0,0,2,0,0,0,6662,291.616,12.807,0.043917343
7226,65596,SIEBERT FINANCIAL CORP,2007-04-02,1,0,9,1,0,0,0,0,0,0,0,1,0,0,2790,47.924,2.258,0.047116267
7227,790715,SIGMA DESIGNS INC,2007-04-20,2,0,10,3,6,7,0,0,0,8,2,1,0,0,6768,379.466,70.209,0.185020529
7228,764039,SIMCLAR INC,2007-04-06,1,0,6,2,1,1,0,1,0,2,2,0,5,0,3743,66.24600000000001,2.362,0.035654983
7229,817516,SIMTEK CORP,2007-04-02,2,0,4,3,0,0,0,0,0,0,3,0,0,0,3204,25.785999999999998,-2.7680000000000002,-0.107345071
7234,91388,SMITHFIELD FOODS INC,2007-06-28,3,0,28,2,1,0,1,0,0,0,1,1,0,0,3462,8867.9,128.9,0.014535572
7236,1108320,SMTC CORP,2007-04-02,5,0,13,2,4,3,0,0,0,2,2,1,1,0,3674,94.84700000000001,2.6719999999999997,0.028171687
7237,91419,SMUCKER J M CO,2007-06-26,2,0,10,0,0,0,0,0,0,0,1,0,0,0,1719,3129.881,170.37900000000002,0.054436255
7244,315849,SOUTHWEST GEORGIA FINANCIAL CORP,2007-04-02,1,0,13,0,0,0,0,0,0,0,0,1,0,0,1763,271.653,1.7180000000000002,0.006324245
7259,1004989,SPAR GROUP INC,2007-04-02,5,0,24,26,2,0,0,0,0,0,1,1,0,0,9002,19.942999999999998,-2.544,-0.127563556
7260,1314475,SPARK NETWORKS PLC,2007-04-02,2,0,34,4,8,3,0,0,0,4,6,4,0,0,15244,43.608000000000004,8.978,0.205879655
7261,877422,SPARTAN STORES INC,2007-05-18,1,0,13,15,3,0,0,0,1,0,1,1,0,0,7202,610.137,34.306,0.056226715999999996
7262,1002520,SPEEDUS CORP,2007-04-02,0,0,12,2,0,3,0,0,0,1,0,1,0,0,2831,13.29,-4.418,-0.332430399
7265,892907,SPORT CHALET INC,2007-06-13,5,0,14,7,8,3,0,0,0,1,2,3,3,0,7452,171.315,-3.362,-0.019624668
7267,6885,STAGE STORES INC,2007-04-03,3,0,10,0,2,1,0,0,0,0,2,3,0,0,2319,871.49,53.08,0.060907182000000004
7271,1043156,STAR BUFFET INC,2007-04-26,0,1,4,2,1,1,0,1,0,1,1,2,0,0,3133,35.702,-2.001,-0.05604728
7274,884940,STEIN MART INC,2007-04-18,4,0,11,19,11,3,0,0,0,1,1,2,0,0,7492,460.539,-4.53,-0.009836301
7275,94056,STEPHAN CO,2007-04-18,4,0,14,7,4,1,0,1,0,0,1,0,0,0,2648,26.304000000000002,0.968,0.036800487
7277,1023860,STEWARDSHIP FINANCIAL CORP,2007-04-02,1,0,10,1,1,0,0,0,0,0,0,0,0,0,1224,571.905,4.607,0.008055534
7279,911649,STRATEGIC DIAGNOSTICS INC/DE/,2007-04-02,1,0,8,3,1,3,0,0,0,1,0,2,0,0,2172,41.949,0.86,0.020501085
7280,1008586,STREAMLINE HEALTH SOLUTIONS INC.,2007-04-10,1,0,6,26,6,1,0,0,0,1,1,4,0,0,11296,16.099,-0.736,-0.045717125
7282,1096560,SULPHCO INC,2007-04-02,4,0,20,3,7,0,0,0,0,0,3,7,0,0,8543,9.102,-24.362,-2.676554603
7286,95552,SUPERIOR INDUSTRIES INTERNATIONAL INC,2007-04-10,2,0,15,5,6,0,1,0,0,0,2,3,0,0,8228,729.922,9.292,0.012730126999999999
7287,730000,SUPERTEX INC,2007-06-14,3,0,10,1,1,1,0,0,0,0,0,0,0,0,1831,177.351,17.005,0.095883305
7288,95521,SUPERVALU INC,2007-04-25,4,0,7,2,3,0,0,0,0,0,1,2,0,0,1919,21062.0,593.0,0.028154971
7289,1092367,SYCAMORE NETWORKS INC,2007-06-21,4,0,16,33,6,4,1,1,0,4,3,5,1,0,13917,1033.07,-13.205,-0.01278229
7291,724742,SYMS CORP,2007-04-27,2,0,9,1,7,0,0,0,0,0,1,1,0,0,1505,229.62900000000002,0.807,0.0035143640000000003
7315,1373835,Spectra Energy Corp.,2007-04-02,4,0,19,1,3,0,0,0,0,2,3,2,0,0,4764,22970.0,957.0,0.041663039
7332,1361709,Susser Holdings CORP,2007-04-02,2,0,8,3,2,1,0,0,0,1,3,3,0,0,5659,853.692,16.252,0.019037311
7334,1293593,"Synutra International, Inc.",2007-06-29,1,1,18,1,3,1,0,0,0,4,3,1,0,0,4736,296.219,45.661,0.15414608800000001
7337,1038217,TARRAGON CORP,2007-04-02,0,1,36,13,1,4,0,0,0,0,5,5,0,0,12486,1134.0839999999998,-388.441,-0.342515193
7341,741556,TECHNOLOGY RESEARCH CORP,2007-06-29,1,0,9,4,5,2,0,0,0,0,2,0,0,0,3920,24.95,0.35600000000000004,0.014268537
7342,96831,TECUMSEH PRODUCTS CO,2007-04-10,3,0,13,2,3,0,0,0,0,0,1,1,0,0,2786,1164.9,-178.1,-0.15288866
7345,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,2007-06-19,10,0,14,5,7,2,0,0,0,3,2,3,0,0,9736,9894.143,386.11199999999997,0.039024300000000005
7352,850660,THERMADYNE HOLDINGS CORP /DE,2007-04-02,5,0,17,3,1,0,0,0,0,2,1,2,1,0,3567,497.42699999999996,8.665,0.017419641
7354,1283709,THOMAS PROPERTIES GROUP INC,2007-04-02,0,0,20,3,5,1,0,0,0,1,5,0,1,0,10991,720.8919999999999,-0.903,-0.001252615
7355,350907,THORATEC CORP,2007-04-02,3,0,18,4,5,3,0,1,0,2,3,3,0,0,7465,613.719,3.235,0.0052711419999999995
7356,865570,THQ INC,2007-05-30,3,0,9,7,5,1,0,0,0,1,1,2,0,0,3991,1084.32,-35.336999999999996,-0.032589087999999995
7360,98222,TIDEWATER INC,2007-05-25,1,0,14,1,0,0,0,0,0,0,2,0,0,0,1392,2751.78,348.76300000000003,0.126740873
7361,277928,"TII NETWORK TECHNOLOGIES, INC.",2007-04-02,3,0,14,3,2,0,0,0,0,2,0,1,0,0,4153,39.650999999999996,6.44,0.16241708900000001
7362,1088825,TIVO INC,2007-04-16,6,0,14,10,9,3,1,0,0,3,5,5,0,0,15413,167.049,-31.456999999999997,-0.188310017
7364,98537,TODD SHIPYARDS CORP,2007-06-13,3,0,5,2,1,0,0,0,0,0,0,1,0,0,1511,109.50200000000001,6.577999999999999,0.060071962
7366,912030,TORCH ENERGY ROYALTY TRUST,2007-04-16,3,0,11,1,2,0,0,0,0,0,1,3,0,0,2844,16.694000000000003,4.133,0.24757397899999997
7371,99106,TRANS LUX CORP,2007-04-02,0,0,1,3,1,1,0,0,0,1,0,0,0,0,1466,83.959,-5.095,-0.060684382
7376,733590,TRANSCONTINENTAL REALTY INVESTORS INC,2007-04-02,0,0,16,0,1,1,0,0,0,1,0,1,0,0,3326,1521.1889999999999,11.110999999999999,0.007304155
7378,1069878,TREX CO INC,2007-04-02,1,0,12,17,1,0,0,0,0,0,0,0,0,0,11362,328.726,-75.91199999999999,-0.230927885
7383,749254,TRM CORP,2007-05-23,4,0,12,2,3,0,0,0,0,0,0,1,0,0,6066,94.289,-8.427,-0.08937415800000001
7384,1085482,"TWEEN BRANDS, INC.",2007-04-03,1,1,14,3,3,3,0,0,0,0,2,3,0,0,3608,611.637,52.574,0.085956213
7399,1378950,"U.S. Auto Parts Network, Inc.",2007-04-02,4,0,16,5,5,4,0,0,0,4,3,3,0,0,10497,110.056,-3.597,-0.032683361
7400,1279529,UAP HOLDING CORP,2007-04-26,2,0,17,11,2,0,0,0,0,0,0,0,0,0,8955,1892.08,81.555,0.043103357
7404,706863,UNION BANKSHARES INC,2007-04-02,2,1,59,3,3,1,0,0,0,2,5,3,1,0,9939,393.361,5.655,0.014376106999999999
7408,821130,UNITED STATES CELLULAR CORP,2007-04-23,9,0,14,5,7,2,0,0,0,2,2,2,0,0,9235,5611.874,314.73400000000004,0.056083583
7410,102037,UNIVERSAL CORP /VA/,2007-05-30,3,0,23,8,0,0,0,0,0,0,0,2,0,0,6054,2134.112,119.156,0.055833996
7417,1124827,UTi WORLDWIDE INC,2007-04-02,4,0,14,4,10,2,0,0,0,1,4,5,1,0,9198,2074.676,98.686,0.047566945
7421,885551,VALENCE TECHNOLOGY INC,2007-06-14,10,1,27,5,8,0,0,0,0,5,8,7,0,0,8761,27.158,-19.44,-0.715811179
7422,870826,VALUEVISION MEDIA INC,2007-04-17,0,0,5,1,3,0,0,0,0,0,1,0,0,0,2674,359.08,22.451999999999998,0.062526456
7432,758743,VIDEO DISPLAY CORP,2007-06-12,3,0,15,10,9,0,0,0,0,0,1,2,0,0,5737,64.7,2.7710000000000004,0.042828439
7433,751365,VIRCO MFG CORPORATION,2007-04-16,3,0,7,3,2,0,0,0,0,0,1,1,2,0,3393,127.035,22.219,0.174904554
7438,1272830,VONAGE HOLDINGS CORP,2007-04-17,2,0,11,33,3,1,0,0,0,1,3,1,0,0,18783,462.29699999999997,-267.428,-0.578476607
7441,1313024,"Venoco, Inc.",2007-04-02,3,0,26,1,4,1,0,0,0,3,5,4,0,0,8494,1265.485,-73.372,-0.057979352000000005
7442,1302028,"Veri-Tek International, Corp.",2007-04-13,2,0,14,15,5,2,0,0,0,1,0,0,0,0,11660,80.175,0.956,0.011923916000000001
7443,1347022,VeriChip CORP,2007-04-02,7,0,45,45,21,2,0,0,0,9,14,7,0,0,30022,49.998000000000005,-11.91,-0.238209528
7445,1036030,WAYNE SAVINGS BANCSHARES INC /DE/,2007-06-28,4,1,16,3,0,0,0,0,0,0,1,0,1,0,1675,401.584,1.964,0.004890633
7446,1002135,WESTELL TECHNOLOGIES INC,2007-06-14,1,0,12,4,3,5,0,0,0,5,2,0,0,0,5301,134.22799999999998,-76.23,0.000133942
7447,106455,WESTMORELAND COAL CO,2007-04-02,1,0,6,5,10,0,0,0,0,2,0,3,0,0,6152,782.528,-21.793000000000003,-0.027849482999999998
7448,863456,WET SEAL INC,2007-04-17,1,0,11,2,7,5,0,0,0,1,1,1,0,0,4903,224.076,23.232,0.103679109
7451,107140,WILEY JOHN & SONS INC,2007-06-29,4,0,6,2,2,1,0,0,0,0,1,0,0,0,1275,2588.814,147.536,0.024162907999999997
7454,107454,WILSHIRE ENTERPRISES INC,2007-05-01,1,0,7,5,2,0,0,0,0,0,2,0,0,0,2927,45.38399999999999,-0.892,-0.019654504
7455,833829,WIND RIVER SYSTEMS INC,2007-05-01,3,0,32,10,8,3,0,0,0,0,6,4,1,0,13706,563.919,-2.358,-0.004181452
7456,878828,WIRELESS TELECOM GROUP INC,2007-04-02,0,0,8,3,1,0,0,0,0,0,1,2,1,0,3347,79.694,3.457,0.043378422
7459,108385,WORLD ACCEPTANCE CORP,2007-05-25,3,0,25,3,2,3,0,0,0,1,3,2,0,0,3453,486.11,52.996,0.10902059199999999
7476,1315054,"WorldSpace, Inc",2007-04-17,10,0,24,22,12,1,0,1,0,4,10,0,1,0,26690,340.014,-169.507,-0.49852947200000003
7477,54441,XANSER CORP,2007-04-02,0,0,3,1,0,0,0,0,0,0,0,0,0,0,748,172.053,12.495,0.072622971
7478,743988,XILINX INC,2007-05-30,3,0,13,9,3,0,0,1,0,0,2,4,0,0,7861,3137.107,374.04699999999997,0.119233102
7483,319450,ZILOG INC,2007-06-25,5,0,16,12,4,6,0,0,0,5,2,5,0,0,8708,47.84,-9.291,-0.194209866
7484,1003022,ZORAN CORP \DE\,2007-04-20,8,0,16,14,14,9,0,2,0,6,4,10,0,0,19641,820.332,66.186,0.08068196799999999
7487,1337885,"dELiAs, Inc.",2007-04-19,1,0,18,8,12,2,1,0,0,7,1,4,0,0,11860,160.531,-2.335,-0.014545477
7489,1084869,1 800 FLOWERS COM INC,2007-09-13,8,0,5,5,5,5,0,0,0,3,4,3,0,0,5925,352.50699999999995,17.118,0.048560738
7490,738076,3COM CORP,2007-07-31,7,0,29,10,2,2,0,1,0,13,4,6,0,0,17343,1775.13,-228.84099999999998,-0.128915065
7496,2034,ACETO CORP,2007-09-10,4,0,10,10,1,2,0,0,0,1,0,2,0,0,3466,188.47799999999998,10.212,0.05418139
7497,865415,ADEPT TECHNOLOGY INC,2007-09-17,2,0,22,9,7,6,0,0,0,4,1,6,2,0,11095,35.235,-11.513,-0.326748971
7498,1040470,AEHR TEST SYSTEMS,2007-08-29,3,0,19,9,7,3,0,0,0,2,2,0,0,0,10732,45.199,10.573,0.233921104
7499,2135,AFFILIATED COMPUTER SERVICES INC,2007-08-29,1,0,28,3,0,2,0,0,1,1,2,2,0,0,6415,5982.429,253.09,0.042305558
7508,713425,AMERICAN SOFTWARE INC,2007-07-16,17,0,29,13,5,0,0,1,0,4,3,6,0,0,11509,120.21700000000001,6.5329999999999995,0.000168507
7510,794619,AMERICAN WOODMARK CORP,2007-07-12,5,0,7,1,0,0,0,0,0,0,0,0,0,0,526,314.79900000000004,4.271,0.013567387
7511,799850,AMERICAS CARMART INC,2007-07-13,0,1,11,1,1,3,0,0,0,5,0,0,0,0,2108,200.58900000000003,15.033,0.074944289
7512,804269,AMERICREDIT CORP,2007-08-29,0,2,19,3,3,0,0,0,0,0,3,0,4,0,4531,17811.02,360.249,0.020226186
7514,945828,AMERITYRE CORP,2007-09-17,1,0,4,23,4,0,0,0,0,2,1,3,0,0,7954,8.829,-5.008,-0.567221656
7515,6207,AMREP CORP.,2007-07-16,1,0,17,0,9,3,1,0,0,5,0,2,1,0,7821,284.95099999999996,13.705,0.048095988
7516,6284,ANALOGIC CORP,2007-09-27,2,0,9,2,2,0,0,0,0,4,0,2,1,0,3161,459.14099999999996,15.38,0.033497335
7517,6314,ANAREN  INC,2007-09-28,6,0,12,4,4,0,0,0,0,0,0,4,0,0,2124,191.204,15.35,0.080280747
7518,1275187,ANGIODYNAMICS INC,2007-08-14,2,0,7,3,2,0,0,0,0,0,0,2,0,0,4735,408.74699999999996,10.889000000000001,0.026639951000000002
7519,77551,APPLERA CORP,2007-08-24,15,0,26,10,9,3,0,0,0,2,6,4,1,0,14976,2386.604,179.40400000000002,0.075171248
7520,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,2007-08-27,0,0,15,0,4,0,0,0,0,0,0,0,0,0,1708,777.3689999999999,86.022,0.110657873
7522,1100412,ARRAY BIOPHARMA INC,2007-09-13,4,0,19,9,11,5,0,1,0,2,1,5,0,0,10604,174.97400000000002,-55.442,-0.316858505
7525,1002607,ATARI INC,2007-09-18,1,0,7,4,4,0,0,0,0,3,1,2,0,0,6011,33.433,-23.646,-0.7072652770000001
7528,8670,AUTOMATIC DATA PROCESSING INC,2007-08-29,0,0,6,0,1,0,0,0,0,0,0,0,0,0,881,26648.9,1138.7,0.042729719000000006
7529,1056794,AVANEX CORP,2007-09-07,5,0,24,5,9,5,0,0,2,7,1,5,1,0,10003,135.0,-30.605,-0.22670370399999998
7534,1372813,"Animal Health International, Inc.",2007-09-18,2,0,15,1,4,3,0,0,0,3,3,0,0,0,7083,330.034,5.228,0.015840792
7539,805792,BALDWIN TECHNOLOGY CO INC,2007-09-28,3,0,12,7,3,2,1,0,0,2,0,2,0,0,5215,157.18,6.64,0.00019506299999999999
7540,749872,BARRY R G CORP /OH/,2007-09-21,1,0,10,6,2,1,0,0,0,0,0,0,0,0,2293,63.528,25.145,0.39580972200000003
7541,1028205,BIOENVISION INC,2007-09-12,7,0,19,5,6,0,0,0,0,2,2,7,0,0,12598,69.793,-35.905,-0.514449873
7543,849547,BLACK BOX CORP,2007-08-13,0,0,3,6,0,0,0,0,0,2,2,0,1,0,3992,1073.851,39.233000000000004,0.036534864
7545,354655,BOLT TECHNOLOGY CORP,2007-09-10,1,0,11,2,2,2,0,1,0,0,1,0,0,0,2354,47.505,10.607000000000001,0.22328176
7552,1073349,BOTTOMLINE TECHNOLOGIES INC /DE/,2007-09-12,5,0,21,9,5,0,0,0,0,3,0,1,0,0,8491,189.984,-7.03,-0.037003116
7555,14195,BRIGGS & STRATTON CORP,2007-08-30,0,0,7,8,1,1,0,0,0,0,1,0,0,0,3987,1887.168,0.146,7.74e-05
7556,703351,BRINKER INTERNATIONAL INC,2007-08-27,4,0,8,1,3,1,0,0,0,0,0,1,0,1,1467,2318.021,230.049,0.09924370800000001
7557,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",2007-08-23,2,0,33,5,7,0,0,0,1,2,4,4,0,0,8968,2678.2,197.1,0.073594205
7558,899597,BUCKEYE TECHNOLOGIES INC,2007-09-07,1,0,11,0,0,3,0,0,0,1,3,1,0,0,2405,951.822,30.118000000000002,0.031642471
7565,350621,C-COR INC,2007-09-12,0,0,13,7,4,2,0,0,0,2,2,5,1,0,10444,376.72,28.089000000000002,0.074562009
7566,16058,CACI INTERNATIONAL INC /DE/,2007-08-29,6,0,19,4,48,2,0,1,0,1,1,2,0,0,8029,1791.9470000000001,78.532,0.11159216599999999
7567,16160,CAL MAINE FOODS INC,2007-08-16,1,0,6,1,1,4,0,0,0,0,0,0,0,0,2501,501.236,151.861,0.302973051
7568,803016,CALIFORNIA FIRST NATIONAL BANCORP,2007-09-17,1,0,47,14,4,2,0,0,0,3,1,6,1,0,11329,329.18699999999995,9.888,0.030037638
7570,16732,CAMPBELL SOUP CO,2007-09-26,2,0,3,0,2,0,0,1,0,0,0,0,1,1,1288,6445.0,854.0,0.132505818
7572,1253710,"CANO PETROLEUM, INC",2007-09-11,5,0,21,2,5,0,0,0,0,4,3,2,0,0,7493,201.46900000000002,-0.789,-0.003916235
7575,17843,CARPENTER TECHNOLOGY CORP,2007-08-29,7,0,9,2,0,1,0,0,0,0,5,4,0,1,2893,2025.7,227.2,0.11215876
7576,899636,CATALYST SEMICONDUCTOR INC,2007-07-13,1,0,20,18,4,4,0,0,0,3,2,3,0,0,13375,71.586,2.91,0.040650407
7580,1040328,CHAMPPS ENTERTAINMENT INC,2007-09-06,4,1,14,20,9,2,0,0,0,4,1,2,0,0,11491,129.724,-7.85,-0.060513089000000006
7584,723254,CINTAS CORP,2007-07-30,6,1,13,4,2,0,0,0,0,1,2,2,0,0,2542,3808.6009999999997,335.405,0.088065145
7585,858877,CISCO SYSTEMS INC,2007-09-18,11,0,54,21,13,2,0,1,0,5,4,13,0,1,17032,53340.0,7333.0,0.137476565
7586,877890,CITRIX SYSTEMS INC,2007-09-07,6,0,27,18,17,3,1,0,0,4,3,5,0,0,17200,2534.6929999999998,214.483,0.084618926
7587,840715,CLEARONE COMMUNICATIONS INC,2007-09-17,1,0,20,4,4,3,0,0,0,0,2,1,0,0,3690,41.063,5.209,0.126853859
7589,1116132,COACH INC,2007-08-23,0,0,11,0,3,0,0,0,0,0,0,0,1,0,1555,2449.512,663.665,0.27093764
7592,23217,CONAGRA FOODS INC /DE/,2007-07-25,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1220,13682.5,930.6,0.068013886
7593,831861,CONCORD CAMERA CORP,2007-09-27,1,0,20,10,4,3,0,0,0,0,0,3,0,0,6130,82.50399999999999,-11.725999999999999,-0.142126442
7594,749038,CONCURRENT COMPUTER CORP/DE,2007-08-31,3,0,19,5,3,3,0,0,0,0,4,0,0,0,6976,74.133,-12.171,-0.164177896
7597,1071993,CONTANGO OIL & GAS CO,2007-09-13,4,0,25,1,4,1,0,0,0,2,2,0,0,0,5877,153.936,-2.695,-0.017507276000000002
7599,1066134,CORINTHIAN COLLEGES INC,2007-08-29,2,0,6,5,2,0,1,0,0,1,3,2,0,0,5236,733.935,7.232,0.009853734
7600,856250,CRAFTMADE INTERNATIONAL INC,2007-09-13,0,1,20,3,4,0,0,0,0,2,1,2,0,1,4501,64.751,5.9110000000000005,0.091288165
7601,895419,CREE INC,2007-08-22,3,0,20,1,2,2,0,0,0,2,2,3,0,0,4957,1116.23,57.333999999999996,0.051363966
7602,812121,CRITICARE SYSTEMS INC /DE/,2007-09-28,0,0,16,0,0,1,0,0,0,1,0,0,0,0,2106,21.649,0.348,0.016074645
7605,723603,CULP INC,2007-07-19,3,0,8,0,5,0,0,2,0,1,0,0,0,0,2666,148.029,5.385,0.036378007000000004
7609,940944,DARDEN RESTAURANTS INC,2007-07-19,6,0,16,2,6,0,0,0,0,0,3,2,1,0,2879,4730.6,377.2,0.079736186
7612,1101396,DELTA APPAREL INC,2007-08-31,1,1,11,6,1,0,0,0,0,1,1,0,0,0,3331,232.79,6.343,0.027247734
7613,277375,DELTA NATURAL GAS CO INC,2007-08-29,1,0,13,0,0,0,0,0,0,3,0,0,0,0,1303,160.401,5.297999999999999,0.033029719
7614,730464,DEVRY INC,2007-08-24,4,1,13,20,1,0,0,0,0,2,1,1,0,0,19675,844.113,76.188,0.090258058
7615,947661,DIEDRICH COFFEE INC,2007-09-25,1,0,4,14,2,2,0,0,0,1,1,0,0,0,9485,33.333,-1.765,-0.05295053
7617,1080667,DITECH NETWORKS INC,2007-07-16,0,0,35,22,4,5,0,0,0,4,2,3,0,0,13159,91.13,-94.65299999999999,-1.038659058
7619,29644,DONALDSON CO INC,2007-09-28,6,0,13,2,2,0,0,0,0,0,0,0,0,0,1160,1319.017,150.717,0.114264638
7624,32166,ELECTRO RENT CORP,2007-08-13,2,0,26,4,9,3,0,0,0,2,1,5,0,0,5083,293.082,21.104,0.072007152
7626,902281,ELECTROGLAS INC,2007-08-10,2,0,6,4,6,1,0,0,0,2,2,0,0,0,3404,43.361000000000004,-15.933,-0.36745001299999996
7627,95052,ELIZABETH ARDEN INC,2007-09-10,2,0,9,2,5,3,0,0,0,2,1,2,0,0,3468,939.175,37.334,0.03975191
7634,862668,ESCALON MEDICAL CORP,2007-09-28,3,0,7,4,7,2,0,0,0,0,5,1,0,0,4623,45.016999999999996,5.915,0.131394806
7635,1001250,ESTEE LAUDER COMPANIES INC,2007-08-28,3,0,21,16,8,0,0,0,0,0,0,9,1,0,11701,4125.7,449.2,0.108878493
7636,896156,ETHAN ALLEN INTERIORS INC,2007-08-28,3,0,7,1,3,2,0,1,0,0,0,1,0,0,2228,802.5980000000001,69.227,0.08625364099999999
7639,1078271,EXTREME NETWORKS INC,2007-08-30,6,0,27,10,13,5,0,1,0,7,3,5,0,0,12024,341.897,-14.197000000000001,-0.041524202
7650,854711,FINANCIAL FEDERAL CORP,2007-09-27,1,0,9,1,0,0,0,0,0,0,0,0,1,0,1624,2120.074,50.05,0.023607667000000002
7651,1017907,FIRST ACCEPTANCE CORP /DE/,2007-09-13,1,0,8,8,0,1,0,0,0,0,2,2,0,0,5154,498.892,-16.67,-0.033414046
7652,1057706,FIRST BANCORP /PR/,2007-07-09,4,2,57,4,1,0,0,0,0,3,6,2,0,0,21073,17186.931,68.13600000000001,0.003964408
7657,1068912,FIRST PLACE FINANCIAL CORP /DE/,2007-09-07,0,0,4,3,1,0,0,0,0,0,1,1,1,0,1932,3226.2129999999997,25.624000000000002,0.007942439
7658,828678,FIRSTCITY FINANCIAL CORP,2007-07-24,5,0,29,20,0,0,0,0,0,5,2,3,2,0,11026,298.119,2.185,0.007329288000000001
7659,314132,FLEETWOOD ENTERPRISES INC/DE/,2007-07-12,0,2,6,3,4,2,0,0,0,3,0,0,0,0,6658,625.571,-1.013,-0.001619321
7661,713002,FLOW INTERNATIONAL CORP,2007-07-16,2,0,7,3,1,4,0,0,0,0,5,0,0,0,3556,151.155,22.354,0.14788793
7662,883569,FOSSIL INC,2007-08-08,5,0,18,6,10,5,0,1,0,0,0,2,2,0,8034,1122.628,123.26100000000001,0.10979683400000001
7663,764858,FOUNTAIN POWERBOAT INDUSTRIES INC,2007-09-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,524,33.417,-5.046,-0.151000988
7664,39020,FREQUENCY ELECTRONICS INC,2007-07-27,4,0,5,2,3,1,0,0,0,3,0,0,0,0,3166,96.92,0.887,0.009151878
7665,39047,FRISCHS RESTAURANTS INC,2007-08-03,5,0,15,7,0,0,0,0,0,0,1,2,0,0,8295,172.06,5.946000000000001,0.034557712000000004
7667,39648,G&K SERVICES INC,2007-08-29,4,1,11,3,2,1,0,0,0,0,2,2,0,0,2348,991.814,43.19,0.025015486
7671,40704,GENERAL MILLS INC,2007-07-26,7,0,11,6,4,0,6,1,0,1,1,1,0,1,3916,19041.6,1294.7,0.067993236
7673,41133,GERBER SCIENTIFIC INC,2007-07-09,2,0,26,12,1,0,0,0,0,1,2,2,0,0,9544,378.539,14.504000000000001,0.038315735
7675,1123360,GLOBAL PAYMENTS INC,2007-07-30,0,0,28,22,5,1,0,0,0,3,4,0,3,0,13079,1445.9070000000002,162.754,0.112561873
7676,1344907,"GLOBAL TRAFFIC NETWORK, INC.",2007-09-24,0,0,13,6,5,0,1,0,0,8,3,3,0,0,9856,23.84,-2.017,-0.084605705
7677,1031028,GLOBECOMM SYSTEMS INC,2007-09-13,3,0,9,1,10,0,0,0,0,4,4,2,0,0,5741,142.88299999999998,8.326,0.058271453
7679,42228,GOLDEN ENTERPRISES INC,2007-08-27,1,0,7,0,0,0,0,0,0,0,0,0,0,0,354,32.236,1.128,0.034991934
7685,720671,HALIFAX CORP,2007-07-10,1,0,13,1,2,2,1,0,0,2,2,2,0,0,3684,18.59,-2.4530000000000003,-0.131952663
7687,800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2007-08-29,5,0,11,0,3,0,0,0,0,2,0,0,0,0,3014,2508.868,313.96299999999997,0.125141299
7691,779152,HENRY JACK & ASSOCIATES INC,2007-08-30,2,0,5,0,5,0,0,0,0,0,0,2,0,0,2054,999.34,104.681,0.104750135
7693,887497,HI TECH PHARMACAL CO INC,2007-07-16,3,0,3,1,1,1,0,0,0,0,0,1,0,0,2146,85.012,-5.098,-0.059968005
7696,937136,HYPERDYNAMICS CORP,2007-09-28,6,0,22,0,3,2,0,1,0,2,3,2,0,0,4836,11.48,-23.199,-2.020818815
7697,1375320,"Hampden Bancorp, Inc.",2007-09-14,0,0,11,0,0,1,0,0,0,2,0,0,0,0,2523,523.937,-1.455,-0.0027770509999999996
7735,820318,II-VI INC,2007-09-10,6,0,7,3,1,0,0,1,0,3,1,0,1,0,3454,287.92400000000004,37.966,0.131861186
7737,921582,IMAX CORP,2007-07-20,1,0,38,0,1,1,0,0,0,1,2,3,0,0,7617,207.982,-26.94,-0.12953044
7738,1075736,IMERGENT INC,2007-09-05,4,0,17,9,3,2,0,0,0,4,2,5,0,0,8089,96.71,24.000999999999998,0.248174956
7739,736822,IMMUCOR INC,2007-07-27,2,0,8,4,0,0,1,0,0,0,1,3,0,0,2555,364.95,71.454,0.195791204
7741,722830,IMMUNOMEDICS INC,2007-09-13,5,0,11,7,0,2,0,1,0,13,5,1,0,0,6930,60.198,-16.656,-0.276686933
7744,932696,INSIGHT ENTERPRISES INC,2007-07-26,1,0,14,5,4,1,0,2,0,1,3,2,0,0,6014,1867.1779999999999,77.795,0.04166448
7746,1016504,INTEGRATED BIOPHARMA INC,2007-09-28,0,0,3,1,1,0,0,0,0,1,2,0,0,0,1621,44.208999999999996,-2.044,-0.04623493
7748,896878,INTUIT INC,2007-09-14,4,0,26,4,6,3,0,3,0,0,5,4,0,0,10197,4252.026,440.00300000000004,0.103480788
7749,798359,INVESTORS REAL ESTATE TRUST,2007-07-16,1,1,14,4,5,0,1,0,1,6,3,0,0,0,7626,1618.026,12.088,0.007470831999999999
7750,863015,ISLE OF CAPRI CASINOS INC,2007-07-31,2,0,12,4,3,0,0,1,0,0,1,2,1,0,4099,1974.1660000000002,-96.874,-0.049070848
7754,52969,JACLYN INC,2007-09-27,3,0,13,4,2,0,0,0,0,0,0,2,1,0,2082,38.077,0.7090000000000001,0.018620163999999998
